camaras	id	mes_dia	procedimiento	estado	acuerdo	desacuerdo	ano	comisiones
	9783	Jun 12	Aprobación de la proposición sustitutiva al artículo 21 de 2013 Senado, suscrita por la senadora Gloria Inés Ramírez.	no-aprobado	11%	89%	2013	Comisión Séptima de Senado
	9784	Jun 12	Aprobación de la proposición modificativa al artículo 21 del Proyecto de ley 210 de 2013 Senado, suscrito por el senador Ballesteros.	aprobado	78%	22%	2013	Comisión Séptima de Senado
	9785	Jun 12	Aprobación de la proposición sustitutiva al artículo 13 del Proyecto de ley 210 de 2013 Senado, suscrito por la senadora Gloria Inés Ramírez.	no-aprobado	30%	70%	2013	Comisión Séptima de Senado
	9786	Jun 12	Aprobación del artículo 13 del Proyecto de ley 210 de 2013 Senado, tal como está escrito en la ponencia.	aprobado	70%	30%	2013	Comisión Séptima de Senado
	9787	Jun 12	Aprobación de la proposición aditiva al artículo 19 del Proyecto de ley 210 de 2013 Senado, suscrito por el senador Jorge Ballesteros.	aprobado	90%	10%	2013	Comisión Séptima de Senado
	9788	Jun 12	Aprobación de la proposición modificativa del artículo 20 del Proyecto de ley 210 de 2013 Senado, suscrita por la senadora Gilma Jiménez.	no-aprobado	10%	90%	2013	Comisión Séptima de Senado
	9789	Jun 12	Aprobación del artículo 20 del Proyecto de ley 210 de 2013 Senado, tal como aparece en la ponencia.	aprobado	80%	20%	2013	Comisión Séptima de Senado
	9790	Jun 12	Aprobación de la proposición modificativa del artículo 28 del Proyecto de ley 210 de 2013 Senado, suscrita por el presidente de la república.	no-aprobado	0%	100%	2013	Comisión Séptima de Senado
	9791	Jun 12	Aprobación del artículo 28 del Proyecto de ley 210 de 2013 Senado, tal como aparece en la ponencia.	aprobado	88%	12%	2013	Comisión Séptima de Senado
	9792	Jun 12	Aprobación de la proposición modificativa al artículo 36 del Proyecto de ley 210 de 2013 Senado, tal como propone la senadora Claudia Wilches.	aprobado	89%	11%	2013	Comisión Séptima de Senado
	9793	Jun 12	Aprobación de la proposición modificativa del artículo 47 del Proyecto de ley 210 de 2013 Senado, suscrito por la senadora Gloria Inés Ramírez.	no-aprobado	11%	89%	2013	Comisión Séptima de Senado
	9794	Jun 12	Aprobación de la proposición artículo 47 del Proyecto de ley 210 de 2013 Senado, tal como aparece en la ponencia.	aprobado	89%	11%	2013	Comisión Séptima de Senado
	9795	Jun 12	Aprobación de la proposición sustitutiva del artículo 51 del Proyecto de ley 210 de 2013 Senado, suscrita por la senadora Gloria Inés Ramírez.	no-aprobado	25%	75%	2013	Comisión Séptima de Senado
	9796	Jun 12	Aprobación del artículo 51 del Proyecto de ley 210 de 2013 Senado, tal como aparece en la ponencia.	aprobado	67%	33%	2013	Comisión Séptima de Senado
	9797	Jun 12	Aprobación de la proposición modificativa al artículo 70 del Proyecto de ley 210 de 2013 Senado propuesta por el senador Ballesteros.	aprobado	100%	0%	2013	Comisión Séptima de Senado
	9798	Jun 12	Aprobación de la proposición aditiva al artículo 72 del Proyecto de ley 210 de 2013 Senado, propuesta por el senador Ballesteros.	aprobado	100%	0%	2013	Comisión Séptima de Senado
	9799	Jun 12	Aprobación de la proposición al artículo 83 suscrita por el senador Jorge Ballesteros al Proyecto de ley 210 de 2013 Senado.	aprobado	100%	0%	2013	Comisión Séptima de Senado
Senado	9897	Jun 12	Aprobación de la fe de erratas al Informe de Objeciones Presidenciales al Proyecto de ley número 17 de 2010 Senado, 277 de 2011 Cámara.	aprobado	98%	2%	2013	
Senado	9898	Jun 12	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de ley estatutaria número 211 de 2013 Senado.	aprobado	90%	10%	2013	
Senado	9899	Jun 12	Aprobación en bloque del articulado sin proposiciones del Proyecto de ley estatutaria número 211 de 2013 Senado.	aprobado	91%	9%	2013	
Senado	9901	Jun 12	Aprobación en bloque del artículo 8º como está redactado en la ponencia, junto con las modificaciones a los artículos 33, 42, 70 Y 99 del Proyecto de ley estatutaria número ...	aprobado	93%	7%	2013	
Senado	9902	Jun 12	Aprobación de la proposición sustitutiva, suscrita por el senador Parmenio Cuellar, al artículo 10 del Proyecto de ley estatutaria número 211 de 2013 Senado.	no-aprobado	19%	81%	2013	
Senado	9903	Jun 12	Aprobación del artículo 10 del Proyecto de ley estatutaria número 211 de 2013 Senado, como está redactado en la ponencia.	aprobado	93%	7%	2013	
Senado	9905	Jun 12	Aprobación de la proposición sustitutiva, suscrita por el senador Parmenio Cuellar, al artículo 24 del Proyecto de ley estatutaria número 211 de 2013 Senado.	no-aprobado	5%	95%	2013	
Senado	9906	Jun 12	Aprobación en bloque del artículo 24 como está redactado en la ponencia, junto con la proposición modificativa al artículo 90, suscrita por el coordinador ponente Juan Manuel Galán, del Proyecto ...	aprobado	95%	5%	2013	
Senado	9907	Jun 12	Aprobación de la proposición sustitutiva, suscrita por el senador Parmenio Cuellar, al artículo 25 del Proyecto de ley estatutaria número 211 de 2013 Senado.	no-aprobado	8%	92%	2013	
Senado	9908	Jun 12	Aprobación del artículo 25 del Proyecto de ley estatutaria número 211 de 2013 Senado, como está redactado en la ponencia.	aprobado	96%	4%	2013	
Senado	9909	Jun 12	Aprobación del artículo 26 del Proyecto de ley estatutaria número 211 de 2013 Senado, como está redactado en la ponencia.	aprobado	95%	5%	2013	
Senado	9910	Jun 12	Aprobación de la proposición sustitutiva, suscrita por el senador Parmenio Cuellar, al artículo 30 del Proyecto de ley estatutaria número 211 de 2013 Senado.	aprobado	97%	3%	2013	
Senado	9911	Jun 12	Aprobación en bloque de los artículos 39, 47, 67 Y 93 del Proyecto de ley estatutaria número 211 de 2013 Senado, como están redactado en la ponencia.	aprobado	95%	5%	2013	
Senado	9912	Jun 12	Aprobación en bloque de los artículos 5º, 6º, 11, 14, 29, 64, 88 Y 91 del Proyecto de ley estatutaria número 211 de 2013 Senado, como están redactado en la ...	aprobado	94%	6%	2013	
Senado	9919	Jun 12	Aprobación de la proposición sustitutiva, presentada por Juan Manuel Corzo, Jesús Ignacio García y otros senadores, al artículo 55 del Proyecto de ley estatutaria número 211 de 2013 Senado.	aprobado	87%	13%	2013	
Senado	9920	Jun 12	Aprobación del artículo 43 del Proyecto de ley estatutaria número 211 de 2013 Senado, como está redactado en la ponencia.	aprobado	90%	10%	2013	
Senado	9949	Jun 12	Aprobación del artículo 60 del Proyecto de ley estatutaria número 211 de 2013 Senado, como está redactado en la ponencia.	aprobado	96%	4%	2013	
Senado	9950	Jun 12	Aprobación del artículo 98, incluyendo las modificaciones consensuadas entre ponentes y gobierno, del Proyecto de Ley Estatutaria número 211 de 2013 Senado, 268 de 2013 Cámara.	aprobado	100%	0%	2013	
Senado	9954	Jun 12	Aprobación del artículo 32, incluyendo las modificaciones propuestas por el senador Juan Lozano, del Proyecto de Ley Estatutaria número 211 de 2013 Senado, 268 de 2013 Cámara.	aprobado	96%	4%	2013	
Senado	9955	Jun 12	Aprobación de la reapertura del artículo 32 del Proyecto del Ley Estatutaria número 211 de 2013 Senado, 268 de 2013 Cámara.	aprobado	100%	0%	2013	
Senado	9956	Jun 12	Aprobación en bloque del articulado, título y el tránsito a siguiente debate del Proyecto de Ley Estatutaria número 211 de 2013 Senado, 268 de 2013 Cámara.	aprobado	100%	0%	2013	
	10656	Jun 12	Aprobación de la proposición modificativa al artículo 2 del Proyecto de ley 210 de 2013 Senado.	no-aprobado	78%	22%	2013	Comisión Séptima de Senado
Cámara de Representantes	9392	Jun 11	Aprobación de la corrección de los vicios de procedimiento del Proyecto de Ley número 277 de 2011 Cámara.	aprobado	97%	3%	2013	
Cámara de Representantes	9393	Jun 11	Aprobación del articulado sin proposiciones del Proyecto de Ley número 172 de 2012 Cámara.	aprobado	98%	2%	2013	
Cámara de Representantes	9394	Jun 11	Aprobación en bloque de los artículos 4°, 5° y 8° del Proyecto de Ley número 172 de 2012 Cámara.	aprobado	98%	2%	2013	
Cámara de Representantes	9395	Jun 11	Aprobación del artículo 3° del Proyecto de Ley número 172 de 2012 Cámara, incluyendo la proposición presentada por los ponentes.	aprobado	16%	84%	2013	
Cámara de Representantes	9396	Jun 11	Aprobación del artículo 3° del Proyecto de Ley número 172 de 2012 Cámara, incluyendo la proposición presentada por las representantes Alba Luz Pinilla y Consuelo González de Perdomo.	aprobado	87%	13%	2013	
Cámara de Representantes	9397	Jun 11	Aprobación del artículo 6° del Proyecto de Ley número 172 Cámara.	aprobado	97%	3%	2013	
Cámara de Representantes	9398	Jun 11	Aprobación del título y el tránsito a siguiente debate del Proyecto de Ley número 172 de 2012 Cámara.	aprobado	98%	2%	2013	
Senado	9699	Jun 11	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de Ley número 244 de 2012 Senado, 52 de 2011 Cámara.	no-quorum	93%	7%	2013	
	9752	Jun 11	Aprobación del artículo 1° del Proyecto de Ley número 210 de 2013 Senado, como viene en la ponencia.	aprobado	80%	20%	2013	Comisión Séptima de Senado
	9753	Jun 11	Aprobación de los artículos 6, 7, 8 y 10 del Proyecto de Ley número 210 de 2013 Senado, como viene en la ponencia.	aprobado	80%	20%	2013	Comisión Séptima de Senado
	9754	Jun 11	Aprobación de los artículos 11, 12 y 15 del Proyecto de Ley número 210 de 2013 Senado, como viene en la ponencia.	aprobado	80%	20%	2013	Comisión Séptima de Senado
	9755	Jun 11	Aprobación de los artículos 21, 22, 23 y 24 del Proyecto de Ley número 210 de 2013 Senado, como viene en la ponencia.	aprobado	89%	11%	2013	Comisión Séptima de Senado
	9756	Jun 11	Aprobación de los artículos 25, 27 y 29 del Proyecto de Ley número 210 de 2013 Senado, como viene en la ponencia.	aprobado	89%	11%	2013	Comisión Séptima de Senado
	9757	Jun 11	Aprobación de los artículos 34, 35, 37, 40, 42 y 43 del Proyecto de Ley número 210 de 2013 Senado, como viene en la ponencia.	aprobado	89%	11%	2013	Comisión Séptima de Senado
	9758	Jun 11	Aprobación de los artículos 69, 71, 73 y 75 del Proyecto de Ley número 210 de 2013 Senado, como viene en la ponencia.	aprobado	89%	11%	2013	Comisión Séptima de Senado
	9759	Jun 11	Aprobación de los artículos 77, 78, 80, 81, 82, 84 y 85 del Proyecto de Ley número 210 de 2013 Senado, como vienen en la ponencia.	aprobado	80%	20%	2013	Comisión Séptima de Senado
	9760	Jun 11	Aprobación de los artículos 86 y 87 del Proyecto de Ley número 210 de 2013 Senado, como vienen en la ponencia.	aprobado	80%	20%	2013	Comisión Séptima de Senado
	9763	Jun 11	Aprobación de la proposición positiva con que termina el informe de ponencia positivo presentado por la senadora Gloria Inés Ramírez Ríos al Proyecto de ley número 210 de 2013 Senado.	no-aprobado	27%	73%	2013	Comisión Séptima de Senado
	9885	Jun 11	Aprobación de la proposición con que termina el informe de la ponencia del Proyecto de ley 312 de 2013 Cámara.	aprobado	93%	7%	2013	Comisión Segunda de Cámara de Representantes
Cámara de Representantes	9886	Jun 11	Aprobación del articulado del Proyecto de ley 312 de 2013 Cámara, suscrito por el ponente.	aprobado	93%	7%	2013	Comisión Segunda de Cámara de Representantes
	9887	Jun 11	Aprobación del título y el tránsito a siguiente debate del Proyecto de Ley número 312 de 2013 Cámara.	aprobado	93%	7%	2013	Comisión Segunda de Cámara de Representantes
	9888	Jun 11	Aprobación de la proposición final de informe de ponencia del Proyecto de ley 315 de 2013 Cámara.	aprobado	92%	8%	2013	Comisión Segunda de Cámara de Representantes
	9889	Jun 11	Aprobación en bloque del articulado del Proyecto de ley número 315 de 2013 Cámara.	aprobado	93%	7%	2013	Comisión Segunda de Cámara de Representantes
	9890	Jun 11	Aprobación del título y el tránsito a siguiente debate del Proyecto de Ley número 315 de 2012 Cámara.	aprobado	93%	7%	2013	Comisión Segunda de Cámara de Representantes
	10057	Jun 11	Aprobación de la proposición positiva con que termina el informe de ponencia del Proyecto de ley número 250 de 2013 Senado, 301 de 2013 Cámara.	aprobado	92%	8%	2013	Comisión Segunda de Cámara de Representantes, Comisión Segunda de Senado
	10074	Jun 11	Aprobación en bloque y omisión de lectura del articulado del proyecto de ley número 250 de 2013 Senado, 301 de 2013 Cámara.	aprobado	91%	9%	2013	Comisión Segunda de Cámara de Representantes, Comisión Segunda de Senado
	10075	Jun 11	Aprobación del título y el tránsito a siguiente debate del Proyecto de ley número 250 de 2013 Senado, 301 de 2013 Cámara.	aprobado	91%	9%	2013	Comisión Segunda de Cámara de Representantes, Comisión Segunda de Senado
	9731	Jun 06	Aprobación del impedimento presentado por la representante Rosmery Martínez para participar en la discusión y votación del Proyecto número 263 de 2013 Cámara.	no-aprobado	26%	74%	2013	Comisión Primera de Cámara de Representantes
	9732	Jun 06	Aprobación del impedimento presentado por el representante Fernando de la Peña para participar en la discusión y votación del Proyecto número 263 de 2013 Cámara.	no-aprobado	4%	96%	2013	Comisión Primera de Cámara de Representantes
	9733	Jun 06	Aprobación del impedimento presentado por el representante Alfredo Deluque para participar en la discusión y votación del Proyecto número 263 de 2013 Cámara.	no-aprobado	4%	96%	2013	Comisión Primera de Cámara de Representantes
	9882	Jun 06	Aprobación de la proposición positiva con la que termina el Proyecto de Ley número 309 de 2013 Cámara.	aprobado	90%	10%	2013	Comisión Segunda de Cámara de Representantes
	9883	Jun 06	Aprobación en bloque del articulado del Proyecto de ley 309 de 2013 Cámara.	aprobado	90%	10%	2013	Comisión Segunda de Cámara de Representantes
	9884	Jun 06	Aprobación del título y el tránsito a siguiente debate del Proyecto de Ley número 309 de 2013 Cámara.	aprobado	90%	10%	2013	Comisión Segunda de Cámara de Representantes
	10036	Jun 06	Aprobación de la proposición de aplazamiento del debate de ascenso del General de la Policía Francisco Patiño.	aprobado	88%	12%	2013	Comisión Segunda de Senado
	9745	Jun 05	Aprobación del impedimento presentado por el senador Jorge Eliecer Ballesteros para participar en la discusión y votación de los Proyectos de Ley número 210 de 2013, 51 de 2012 Senado.	aprobado	56%	44%	2013	Comisión Séptima de Senado
	9746	Jun 05	Aprobación del impedimento presentado por el Senador Mauricio Ernesto Ospina Gómez para participar en la discusión y votación de los Proyectos de Ley número 210 de 2013, 51 de 2012 ...	no-aprobado	12%	88%	2013	Comisión Séptima de Senado
	9747	Jun 05	Aprobación del impedimento presentado por el senador Germán Carlosama para participar en la discusión y votación de los Proyectos de Ley número 210 de 2013, 51 de 2012 Senado.	no-aprobado	33%	67%	2013	Comisión Séptima de Senado
	9748	Jun 05	Aprobación del impedimento presentado por el senador Edinson Delgado para participar en la discusión y votación de los Proyectos de Ley número 210 de 2013, 51 de 2012 Senado.	no-aprobado	25%	75%	2013	Comisión Séptima de Senado
	9749	Jun 05	Aprobación de la proposición de aplazamiento de la discusión y votación del articulado del Proyecto de ley número 210 de 2013 suscrita por la senadora Liliana María Rendón Roldán.	no-aprobado	22%	78%	2013	Comisión Séptima de Senado
